 ,transaction_id,date,keyword,amount_cad,direction,transaction_type,merchant_or_source,description,account,scope,status,mixed_halal_pct,haram_portion_disposed,cost_basis_cad,related_reference,missing_information,parse_line
Faris Mahmood,FMR000385,2025-08-17,freelance_income,$431.44,inflow,income,Freelance Client,,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-08-17 | freelance_income | 431.44 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000425,2025-12-19,electricity_bill,$151.05,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-19 | electricity_bill | 151.05 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000603,2025-12-20,rental_income,"$1,756.75",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-20 | rental_income | 1756.75 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000399,2025-12-21,rental_income,"$1,143.31",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-21 | rental_income | 1143.31 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000039,2025-12-22,freelance_income,$574.91,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-22 | freelance_income | 574.91 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000244,2025-12-22,freelance_income,$119.25,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-22 | freelance_income | 119.25 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000248,2025-12-23,rental_income,$697.24,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-23 | rental_income | 697.24 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000331,2025-12-25,freelance_income,$386.92,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-25 | freelance_income | 386.92 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000605,2025-12-25,restaurant_meal,$87.08,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-25 | restaurant_meal | 87.08 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000353,2025-12-26,electricity_bill,$180.54,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-26 | electricity_bill | 180.54 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000511,2025-12-26,transportation,$54.71,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-26 | transportation | 54.71 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000005,2025-12-27,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-27 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000257,2025-12-27,personal_spending,$175.92,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-27 | personal_spending | 175.92 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000327,2025-12-27,business_supplies,$102.51,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-12-27 | business_supplies | 102.51 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000130,2025-12-28,transportation,$79.90,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-28 | transportation | 79.90 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000348,2025-12-28,groceries,$167.96,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-28 | groceries | 167.96 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000036,2025-12-30,business_supplies,$146.72,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-12-30 | business_supplies | 146.72 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000118,2025-12-30,transportation,$41.83,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-30 | transportation | 41.83 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000437,2025-12-30,rental_income,"$1,692.04",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-30 | rental_income | 1692.04 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000020,2025-12-31,business_advertising,$148.79,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-12-31 | business_advertising | 148.79 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000112,2025-12-31,groceries,$176.73,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-31 | groceries | 176.73 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000168,2025-12-31,tip_income,$21.52,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-31 | tip_income | 21.52 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000280,2025-12-31,rental_income,$704.21,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-31 | rental_income | 704.21 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000341,2025-12-31,transportation,$89.35,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-31 | transportation | 89.35 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000491,2026-01-01,freelance_income,$764.88,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-01-01 | freelance_income | 764.88 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000567,2026-01-01,software_subscription,$27.76,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-01 | software_subscription | 27.76 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000251,2026-01-03,transportation,$119.18,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-03 | transportation | 119.18 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000556,2026-01-03,software_subscription,$87.59,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-03 | software_subscription | 87.59 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000349,2026-01-04,phone_bill,$52.53,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-04 | phone_bill | 52.53 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000434,2026-01-04,phone_bill,$102.80,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-04 | phone_bill | 102.80 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000256,2026-01-05,business_advertising,$190.48,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-05 | business_advertising | 190.48 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000535,2026-01-05,restaurant_meal,$20.69,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-05 | restaurant_meal | 20.69 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000043,2026-01-06,business_sale_income,$293.90,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-06 | business_sale_income | 293.90 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMS0012,2026-01-06,mixed_income_disposed,"$2,000.00",inflow,income,Marketplace Payout,Business payout: 80% permissible sales and 20% prohibited-product sales. Known haram portion was removed/disposed.,FM_CHQ_BUSINESS,business,posted,80,yes,,,,2026-01-06 | mixed_income_disposed | 2000.00 | inflow | income | Marketplace Payout | Business payout: 80% permissible sales and 20% prohibited-product sales. Known haram portion was removed/disposed.
Faris Mahmood,FMR000522,2026-01-07,phone_bill,$58.27,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-07 | phone_bill | 58.27 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000075,2026-01-08,restaurant_meal,$27.95,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-08 | restaurant_meal | 27.95 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000228,2026-01-08,transportation,$75.68,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-08 | transportation | 75.68 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000443,2026-01-08,phone_bill,$86.16,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-08 | phone_bill | 86.16 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000014,2026-01-09,interest_income,$15.30,inflow,income,Bank,Savings account interest credit,FM_SAVINGS,personal,posted,,,,,,2026-01-09 | interest_income | 15.30 | inflow | income | Bank | Savings account interest credit
Faris Mahmood,FMR000056,2026-01-09,freelance_income,$620.57,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-01-09 | freelance_income | 620.57 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000328,2026-01-09,software_subscription,$32.50,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-09 | software_subscription | 32.50 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000571,2026-01-09,software_subscription,$88.41,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-09 | software_subscription | 88.41 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000171,2026-01-11,business_supplies,$127.77,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-11 | business_supplies | 127.77 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000599,2026-01-11,restaurant_meal,$54.41,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-11 | restaurant_meal | 54.41 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000424,2026-01-12,personal_spending,$130.03,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-12 | personal_spending | 130.03 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000569,2026-01-13,rental_income,"$1,188.88",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-01-13 | rental_income | 1188.88 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000099,2026-01-14,business_sale_income,$295.53,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-14 | business_sale_income | 295.53 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000371,2026-01-14,business_advertising,$234.73,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-14 | business_advertising | 234.73 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000146,2026-01-17,tip_income,$13.87,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-01-17 | tip_income | 13.87 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000373,2026-01-17,business_supplies,$192.24,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-17 | business_supplies | 192.24 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMH003,2026-01-18,vape_sales_income,$385.00,inflow,income,Vape Product Sales,Income from direct vape-product sales,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-18 | vape_sales_income | 385.00 | inflow | income | Vape Product Sales | Income from direct vape-product sales
Faris Mahmood,FMR000253,2026-01-18,software_subscription,$21.63,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-18 | software_subscription | 21.63 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000201,2026-01-19,restaurant_meal,$88.12,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-19 | restaurant_meal | 88.12 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000212,2026-01-21,groceries,$28.13,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-21 | groceries | 28.13 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000260,2026-01-21,restaurant_meal,$63.84,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-21 | restaurant_meal | 63.84 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000357,2026-01-22,personal_spending,$15.28,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-22 | personal_spending | 15.28 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMS0013,2026-01-22,mixed_income_retained,"$1,500.00",inflow,income,Marketplace Payout,Business payout: 70% permissible sales and 30% prohibited-product sales. Owner retained the full mixed amount.,FM_CHQ_BUSINESS,business,posted,70,no,,,,2026-01-22 | mixed_income_retained | 1500.00 | inflow | income | Marketplace Payout | Business payout: 70% permissible sales and 30% prohibited-product sales. Owner retained the full mixed amount.
Faris Mahmood,FMR000086,2026-01-24,restaurant_meal,$84.22,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-24 | restaurant_meal | 84.22 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000211,2026-01-24,groceries,$175.50,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-24 | groceries | 175.50 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000255,2026-01-24,groceries,$148.60,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-24 | groceries | 148.60 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000483,2026-01-24,transportation,$111.01,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-24 | transportation | 111.01 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000544,2026-01-24,rental_income,"$1,454.32",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-01-24 | rental_income | 1454.32 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000006,2026-01-26,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-01-26 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000044,2026-01-26,business_supplies,$202.64,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-26 | business_supplies | 202.64 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000156,2026-01-26,rental_income,"$1,435.59",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-01-26 | rental_income | 1435.59 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000600,2026-01-26,phone_bill,$88.87,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-26 | phone_bill | 88.87 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000561,2026-01-27,restaurant_meal,$19.98,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-27 | restaurant_meal | 19.98 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000135,2026-01-28,transportation,$39.80,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-28 | transportation | 39.80 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000234,2026-01-28,software_subscription,$84.15,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-01-28 | software_subscription | 84.15 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000549,2026-01-29,personal_spending,$76.15,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-29 | personal_spending | 76.15 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000221,2026-01-30,transportation,$26.85,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-30 | transportation | 26.85 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000140,2026-01-31,personal_spending,$125.82,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-31 | personal_spending | 125.82 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000141,2026-01-31,transportation,$87.48,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-31 | transportation | 87.48 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000169,2026-01-31,groceries,$160.98,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-01-31 | groceries | 160.98 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000545,2026-01-31,tip_income,$107.55,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-01-31 | tip_income | 107.55 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000149,2026-02-02,business_supplies,$179.91,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-02-02 | business_supplies | 179.91 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000444,2026-02-04,tip_income,$96.37,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-04 | tip_income | 96.37 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000559,2026-02-04,phone_bill,$95.42,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-04 | phone_bill | 95.42 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMS0014,2026-02-04,mixed_income_missing_split,$980.00,inflow,income,Marketplace Payout,"Business payout contains permissible and prohibited sales, but the split percentage was not provided.",FM_CHQ_BUSINESS,business,posted,,,,,Percentage of permissible vs prohibited revenue is missing,"2026-02-04 | mixed_income_missing_split | 980.00 | inflow | income | Marketplace Payout | Business payout contains permissible and prohibited sales, but the split percentage was not provided."
Faris Mahmood,FMR000236,2026-02-05,phone_bill,$52.53,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-05 | phone_bill | 52.53 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000594,2026-02-08,restaurant_meal,$45.15,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-08 | restaurant_meal | 45.15 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000167,2026-02-09,restaurant_meal,$15.92,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-09 | restaurant_meal | 15.92 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000258,2026-02-09,freelance_income,$377.94,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-09 | freelance_income | 377.94 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000134,2026-02-10,transportation,$50.29,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-10 | transportation | 50.29 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000174,2026-02-10,rental_income,"$1,716.03",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-10 | rental_income | 1716.03 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000448,2026-02-10,personal_spending,$131.25,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-10 | personal_spending | 131.25 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000602,2026-02-10,business_advertising,$232.23,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-02-10 | business_advertising | 232.23 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000418,2026-02-11,transportation,$95.57,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-11 | transportation | 95.57 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000468,2026-02-12,tip_income,$114.48,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-12 | tip_income | 114.48 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000148,2026-02-13,software_subscription,$15.76,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-02-13 | software_subscription | 15.76 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000292,2026-02-13,business_advertising,$23.94,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-02-13 | business_advertising | 23.94 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000553,2026-02-13,freelance_income,$361.01,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-13 | freelance_income | 361.01 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000125,2026-02-14,business_supplies,$115.67,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-02-14 | business_supplies | 115.67 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000402,2026-02-14,groceries,$123.58,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-14 | groceries | 123.58 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000572,2026-02-14,transportation,$11.96,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-14 | transportation | 11.96 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMS0015,2026-02-14,tentative_cashback,$36.50,inflow,adjustment,Credit Card Provider,Cashback reward on regular purchases; transaction details are otherwise complete.,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-14 | tentative_cashback | 36.50 | inflow | adjustment | Credit Card Provider | Cashback reward on regular purchases; transaction details are otherwise complete.
Faris Mahmood,FMR000283,2026-02-15,business_advertising,$164.64,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-02-15 | business_advertising | 164.64 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000580,2026-02-16,tip_income,$94.45,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-16 | tip_income | 94.45 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000085,2026-02-17,electricity_bill,$142.19,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-17 | electricity_bill | 142.19 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000025,2026-02-18,restaurant_meal,$60.14,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-18 | restaurant_meal | 60.14 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000189,2026-02-18,rental_income,$981.80,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-18 | rental_income | 981.80 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000202,2026-02-19,freelance_income,$247.08,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-19 | freelance_income | 247.08 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000409,2026-02-19,electricity_bill,$87.00,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-19 | electricity_bill | 87.00 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000440,2026-02-19,groceries,$104.05,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-19 | groceries | 104.05 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000592,2026-02-19,business_sale_income,$306.22,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-02-19 | business_sale_income | 306.22 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000197,2026-02-20,personal_spending,$32.00,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-20 | personal_spending | 32.00 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000300,2026-02-20,phone_bill,$75.80,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-20 | phone_bill | 75.80 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000471,2026-02-20,personal_spending,$153.15,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-20 | personal_spending | 153.15 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000495,2026-02-22,freelance_income,$262.31,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-22 | freelance_income | 262.31 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000540,2026-02-22,electricity_bill,$140.42,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-22 | electricity_bill | 140.42 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000281,2026-02-23,software_subscription,$77.26,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-02-23 | software_subscription | 77.26 | outflow | expense | Software Vendor | Software subscription
